referrer,views_total,views_unique
github.com,3887,663
Google,1658,415
apitable.com,1198,234
link.juejin.cn,1083,156
Baidu,338,89
link.zhihu.com,189,45
cn.bing.com,159,49
Bing,125,34
oschina.net,113,34
app.raindrop.io,75,1
