time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-26 00:00:00+00:00,2,2,120,24
2023-12-27 00:00:00+00:00,21,17,1249,211
2023-12-28 00:00:00+00:00,15,15,934,182
2023-12-29 00:00:00+00:00,22,19,1107,174
2023-12-30 00:00:00+00:00,13,13,256,87
2023-12-31 00:00:00+00:00,13,13,364,64
2024-01-01 00:00:00+00:00,17,13,328,77
2024-01-02 00:00:00+00:00,205,29,1286,280
2024-01-03 00:00:00+00:00,30,28,1299,243
2024-01-04 00:00:00+00:00,27,24,1787,259
2024-01-05 00:00:00+00:00,22,18,1041,207
2024-01-06 00:00:00+00:00,15,13,788,129
2024-01-07 00:00:00+00:00,19,17,570,108
2024-01-08 00:00:00+00:00,89,29,1235,242
2024-01-09 00:00:00+00:00,34,26,1928,216
