referrer,views_total,views_unique
github.com,1399,295
Google,1204,422
aitable.ai,340,94
cn.bing.com,199,39
link.juejin.cn,157,32
Baidu,145,39
Bing,71,28
nocobase.com,70,41
cn.v2ex.com,43,4
link.zhihu.com,36,13
