referrer,views_total,views_unique
github.com,1883,357
Google,1238,331
aitable.ai,431,79
cn.bing.com,222,32
link.juejin.cn,184,38
Baidu,172,39
Bing,117,29
youtube.com,89,35
gitpod.io,73,5
link.zhihu.com,63,24
