referrer,views_total,views_unique
github.com,1398,295
Google,1034,416
aitable.ai,868,98
Bing,190,35
link.juejin.cn,187,29
Baidu,163,46
cn.bing.com,83,32
nocobase.com,64,39
youtube.com,42,22
DuckDuckGo,39,14
