referrer,views_total,views_unique
github.com,3428,549
Google,2252,388
link.juejin.cn,700,78
aitable.ai,638,91
cn.bing.com,220,45
Bing,173,35
Baidu,152,46
link.zhihu.com,129,27
help.aitable.ai,67,13
news.ycombinator.com,62,11
