time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-27 00:00:00+00:00,,,54,31
2023-09-28 00:00:00+00:00,36.0,28.0,1246,211
2023-09-29 00:00:00+00:00,15.0,12.0,615,128
2023-09-30 00:00:00+00:00,11.0,11.0,581,91
2023-10-01 00:00:00+00:00,8.0,8.0,529,122
2023-10-02 00:00:00+00:00,11.0,10.0,753,137
2023-10-03 00:00:00+00:00,15.0,13.0,611,144
2023-10-04 00:00:00+00:00,12.0,10.0,622,144
2023-10-05 00:00:00+00:00,23.0,13.0,646,149
2023-10-06 00:00:00+00:00,24.0,15.0,524,146
2023-10-07 00:00:00+00:00,89.0,28.0,1278,250
2023-10-08 00:00:00+00:00,37.0,27.0,1357,228
2023-10-09 00:00:00+00:00,226.0,41.0,2566,309
2023-10-10 00:00:00+00:00,49.0,33.0,1926,316
2023-10-11 00:00:00+00:00,31.0,25.0,1033,200
