referrer,views_total,views_unique
Google,1719,422
github.com,1652,311
aitable.ai,940,87
link.juejin.cn,274,36
Bing,208,37
Baidu,136,40
cn.bing.com,95,27
nocobase.com,54,34
youtube.com,45,27
DuckDuckGo,31,10
