referrer,views_total,views_unique
github.com,2798,422
Google,1999,382
link.juejin.cn,934,111
aitable.ai,456,126
Bing,326,32
link.zhihu.com,315,39
cn.bing.com,109,41
libhunt.com,101,4
help.aitable.ai,80,7
hub.nuaa.cf,72,2
