referrer,views_total,views_unique
github.com,2890,570
Google,2733,468
link.juejin.cn,716,105
aitable.ai,499,148
cn.bing.com,206,37
link.zhihu.com,122,35
Bing,112,33
news.ycombinator.com,71,27
help.aitable.ai,40,5
yandex.ru,37,9
