referrer,views_total,views_unique
github.com,2569,458
Google,2003,514
aitable.ai,681,137
link.juejin.cn,382,44
youtube.com,249,78
cn.bing.com,219,45
Bing,189,40
link.zhihu.com,150,33
DuckDuckGo,123,22
Baidu,108,25
