time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-15 00:00:00+00:00,,,64,16
2024-09-16 00:00:00+00:00,5.0,4.0,698,133
2024-09-17 00:00:00+00:00,5.0,3.0,276,110
2024-09-18 00:00:00+00:00,6.0,6.0,866,164
2024-09-19 00:00:00+00:00,6.0,6.0,761,166
2024-09-20 00:00:00+00:00,6.0,6.0,1286,160
2024-09-21 00:00:00+00:00,10.0,6.0,485,106
2024-09-22 00:00:00+00:00,3.0,2.0,377,80
2024-09-23 00:00:00+00:00,5.0,4.0,615,165
2024-09-24 00:00:00+00:00,8.0,6.0,659,167
2024-09-25 00:00:00+00:00,7.0,7.0,555,176
2024-09-26 00:00:00+00:00,5.0,5.0,415,143
2024-09-27 00:00:00+00:00,3.0,3.0,429,144
2024-09-28 00:00:00+00:00,3.0,3.0,459,89
2024-09-29 00:00:00+00:00,4.0,3.0,368,98
