referrer,views_total,views_unique
github.com,2418,395
Google,2160,457
link.juejin.cn,328,40
aitable.ai,298,83
Bing,176,45
Baidu,172,48
cn.bing.com,111,21
yandex.ru,87,10
link.zhihu.com,51,13
kimi.moonshot.cn,50,4
