referrer,views_total,views_unique
Google,1497,393
github.com,984,262
aitable.ai,252,80
Baidu,225,56
link.juejin.cn,221,43
cn.bing.com,128,37
nocobase.com,103,64
Bing,86,30
yandex.ru,63,10
kkgithub.com,57,2
