url_path,views_total,views_unique
/apitable/apitable,7287,3085
/apitable/apitable/issues,2292,427
/apitable/apitable/blob/develop/docs/readme/zh-CN/README.md,1970,949
/apitable/apitable/pulls,500,131
/apitable/apitable/blob/develop/docs/contribute/developer-guide.md,429,234
/apitable/apitable/blob/develop/docs/readme/zh-CN/docs/contribute/developer-guide.md,377,206
/apitable/apitable/releases,316,182
/apitable/apitable/tree/develop/packages,316,163
/apitable/apitable/tree/develop/backend-server,297,177
/apitable/apitable/search,251,96
