referrer,views_total,views_unique
github.com,2752,453
Google,2155,409
aitable.ai,543,158
link.juejin.cn,405,65
link.zhihu.com,183,35
Baidu,149,46
cn.bing.com,118,39
Bing,91,36
help.aitable.ai,72,27
DuckDuckGo,53,17
