referrer,views_total,views_unique
github.com,1371,282
Google,1054,399
aitable.ai,281,96
link.juejin.cn,209,30
Baidu,167,49
Bing,157,30
cn.bing.com,82,30
nocobase.com,70,43
DuckDuckGo,35,13
link.zhihu.com,34,12
