referrer,views_total,views_unique
github.com,2667,501
Google,1798,422
link.juejin.cn,868,66
aitable.ai,590,151
Bing,144,39
cn.bing.com,114,22
link.csdn.net,104,5
DuckDuckGo,74,16
help.aitable.ai,63,17
zhihu.com,57,2
