time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-16 00:00:00+00:00,1,1,198,28
2023-11-17 00:00:00+00:00,24,20,1419,242
2023-11-18 00:00:00+00:00,13,13,785,105
2023-11-19 00:00:00+00:00,18,12,587,99
2023-11-20 00:00:00+00:00,145,32,1501,230
2023-11-21 00:00:00+00:00,32,23,1360,255
2023-11-22 00:00:00+00:00,61,28,1548,214
2023-11-23 00:00:00+00:00,30,25,1517,228
2023-11-24 00:00:00+00:00,20,15,2210,226
2023-11-25 00:00:00+00:00,15,14,610,109
2023-11-26 00:00:00+00:00,21,19,660,93
2023-11-27 00:00:00+00:00,133,28,1410,240
2023-11-28 00:00:00+00:00,99,32,1844,290
2023-11-29 00:00:00+00:00,45,35,2058,253
2023-11-30 00:00:00+00:00,24,20,1414,190
