time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-14 00:00:00+00:00,,,33,20
2024-03-15 00:00:00+00:00,36.0,29.0,2301,398
2024-03-16 00:00:00+00:00,29.0,27.0,1919,481
2024-03-17 00:00:00+00:00,26.0,23.0,1516,400
2024-03-18 00:00:00+00:00,46.0,38.0,2399,481
2024-03-19 00:00:00+00:00,44.0,39.0,2351,382
2024-03-20 00:00:00+00:00,26.0,20.0,1665,305
2024-03-21 00:00:00+00:00,35.0,30.0,2300,333
2024-03-22 00:00:00+00:00,27.0,23.0,1157,268
2024-03-23 00:00:00+00:00,17.0,16.0,822,140
2024-03-24 00:00:00+00:00,10.0,8.0,703,141
2024-03-25 00:00:00+00:00,38.0,35.0,1313,279
2024-03-26 00:00:00+00:00,26.0,23.0,1503,289
2024-03-27 00:00:00+00:00,44.0,32.0,1479,286
2024-03-28 00:00:00+00:00,27.0,25.0,1631,203
