time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-12 00:00:00+00:00,1,1,28,16
2024-05-13 00:00:00+00:00,46,34,955,222
2024-05-14 00:00:00+00:00,44,31,1114,185
2024-05-15 00:00:00+00:00,52,35,1064,185
2024-05-16 00:00:00+00:00,30,26,967,164
2024-05-17 00:00:00+00:00,44,31,745,193
2024-05-18 00:00:00+00:00,19,14,675,107
2024-05-19 00:00:00+00:00,27,19,447,86
2024-05-20 00:00:00+00:00,30,23,1329,162
2024-05-21 00:00:00+00:00,29,25,831,169
2024-05-22 00:00:00+00:00,20,17,1161,185
2024-05-23 00:00:00+00:00,33,26,867,189
2024-05-24 00:00:00+00:00,16,14,613,149
2024-05-25 00:00:00+00:00,18,15,561,90
2024-05-26 00:00:00+00:00,4,4,278,42
