referrer,views_total,views_unique
github.com,3807,480
Google,1872,440
link.juejin.cn,563,73
aitable.ai,548,159
v2ex.com,217,91
Baidu,174,51
help.aitable.ai,172,34
cn.bing.com,108,29
link.zhihu.com,100,23
aigc.sankuai.com,43,1
