referrer,views_total,views_unique
github.com,1532,350
Google,1000,298
link.juejin.cn,569,56
aitable.ai,392,90
cn.bing.com,103,35
link.zhihu.com,88,27
Bing,70,20
Baidu,62,13
help.aitable.ai,43,15
tapd.cn,37,3
