referrer,views_total,views_unique
github.com,2524,483
Google,1603,451
aitable.ai,539,133
Baidu,386,96
link.juejin.cn,369,43
Bing,183,54
kkgithub.com,126,4
cn.bing.com,102,37
help.aitable.ai,64,26
yandex.ru,62,12
