referrer,views_total,views_unique
github.com,2165,405
Google,1174,329
link.juejin.cn,672,66
aitable.ai,495,118
cn.bing.com,148,47
Baidu,119,22
Bing,98,22
link.zhihu.com,91,28
DuckDuckGo,43,7
gitee.com,42,8
