referrer,views_total,views_unique
github.com,2612,470
Google,1663,414
aitable.ai,638,134
link.juejin.cn,325,55
Bing,136,36
cn.bing.com,126,20
link.zhihu.com,122,16
link.csdn.net,102,4
help.aitable.ai,78,23
DuckDuckGo,68,14
