referrer,views_total,views_unique
github.com,4010,712
Google,2616,457
link.juejin.cn,2271,345
apitable.com,1368,289
Baidu,329,116
link.zhihu.com,302,62
cn.bing.com,212,54
Bing,136,28
oschina.net,100,56
link.csdn.net,60,17
