referrer,views_total,views_unique
github.com,2311,454
Google,1576,533
link.juejin.cn,620,43
aitable.ai,464,110
Baidu,282,50
youtube.com,178,66
cn.bing.com,168,48
link.zhihu.com,141,27
Bing,133,41
yandex.ru,116,25
