referrer,views_total,views_unique
github.com,2270,461
Google,1306,465
aitable.ai,482,106
link.juejin.cn,413,48
Bing,264,23
Baidu,237,54
cn.bing.com,123,33
link.zhihu.com,105,27
youtube.com,101,49
yandex.ru,83,22
