referrer,views_total,views_unique
github.com,3582,548
Google,1791,460
apitable.com,1494,292
link.juejin.cn,599,104
link.zhihu.com,198,49
sdtimes.com,183,1
cn.bing.com,154,34
Bing,129,32
Baidu,123,22
DuckDuckGo,42,4
