referrer,views_total,views_unique
Google,1636,428
github.com,1512,323
aitable.ai,967,99
link.juejin.cn,234,34
Bing,231,38
Baidu,152,46
cn.bing.com,111,30
nocobase.com,58,35
youtube.com,41,24
yandex.ru,35,15
