referrer,views_total,views_unique
github.com,2252,475
Google,1481,436
aitable.ai,434,127
link.juejin.cn,376,43
Baidu,318,82
Bing,158,46
kkgithub.com,126,4
cn.bing.com,100,37
yandex.ru,63,13
link.zhihu.com,57,8
