referrer,views_total,views_unique
github.com,2866,446
Google,1920,408
link.juejin.cn,910,99
aitable.ai,518,144
link.zhihu.com,296,42
cn.bing.com,128,43
Bing,101,31
help.aitable.ai,91,9
hub.nuaa.cf,72,1
wasp.co.jp,69,1
