referrer,views_total,views_unique
github.com,1687,369
Google,998,283
link.juejin.cn,618,56
aitable.ai,468,105
cn.bing.com,115,36
link.zhihu.com,89,26
Bing,81,20
Baidu,63,13
help.aitable.ai,39,14
tapd.cn,37,3
