referrer,views_total,views_unique
github.com,4622,1274
Google,1691,490
apitable.com,1158,272
link.juejin.cn,1067,149
link.zhihu.com,337,72
Baidu,324,111
cn.bing.com,142,46
Bing,121,36
app.raindrop.io,74,1
oschina.net,73,25
