referrer,views_total,views_unique
github.com,4161,677
Google,2030,445
link.juejin.cn,1388,190
apitable.com,1368,270
Baidu,351,115
cn.bing.com,225,59
link.zhihu.com,194,45
Bing,149,34
oschina.net,135,42
link.csdn.net,73,15
