referrer,views_total,views_unique
Google,1224,428
github.com,1173,298
aitable.ai,425,87
link.juejin.cn,280,36
cn.bing.com,194,43
Baidu,172,49
nocobase.com,168,56
Bing,104,30
link.zhihu.com,46,14
DuckDuckGo,40,10
