referrer,views_total,views_unique
github.com,4891,805
link.juejin.cn,3232,420
Google,2510,435
apitable.com,1553,310
Baidu,531,143
link.zhihu.com,469,111
Bing,321,35
cn.bing.com,212,45
link.segmentfault.com,89,3
exmail.qq.com,84,8
