referrer,views_total,views_unique
github.com,2917,475
Google,1985,453
link.juejin.cn,736,97
aitable.ai,400,134
Bing,162,36
link.zhihu.com,137,42
cn.bing.com,125,43
mygit.osfipin.com,112,4
help.aitable.ai,89,8
Baidu,87,26
