time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-08 00:00:00+00:00,5,5,160,41
2023-06-09 00:00:00+00:00,61,47,1852,446
2023-06-10 00:00:00+00:00,33,23,1105,202
2023-06-11 00:00:00+00:00,29,25,1019,266
2023-06-12 00:00:00+00:00,218,48,2556,400
2023-06-13 00:00:00+00:00,145,51,2098,409
2023-06-14 00:00:00+00:00,80,42,1881,370
2023-06-15 00:00:00+00:00,55,44,2791,426
2023-06-16 00:00:00+00:00,53,38,2378,349
2023-06-17 00:00:00+00:00,27,15,877,206
2023-06-18 00:00:00+00:00,12,12,987,143
2023-06-19 00:00:00+00:00,173,34,1871,294
2023-06-20 00:00:00+00:00,91,46,2408,451
2023-06-21 00:00:00+00:00,39,30,1799,312
2023-06-22 00:00:00+00:00,13,11,435,119
