time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-05 00:00:00+00:00,8,3,473,52
2023-06-06 00:00:00+00:00,93,61,3253,481
2023-06-07 00:00:00+00:00,96,68,2708,518
2023-06-08 00:00:00+00:00,70,51,2669,421
2023-06-09 00:00:00+00:00,61,47,1852,446
2023-06-10 00:00:00+00:00,33,23,1105,202
2023-06-11 00:00:00+00:00,29,25,1019,266
2023-06-12 00:00:00+00:00,218,48,2556,400
2023-06-13 00:00:00+00:00,145,51,2098,409
2023-06-14 00:00:00+00:00,80,42,1881,370
2023-06-15 00:00:00+00:00,55,44,2791,426
2023-06-16 00:00:00+00:00,53,38,2378,349
2023-06-17 00:00:00+00:00,27,15,877,206
2023-06-18 00:00:00+00:00,12,12,987,143
2023-06-19 00:00:00+00:00,168,29,1669,239
