time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-30 00:00:00+00:00,1,1,151,17
2023-10-01 00:00:00+00:00,8,8,529,122
2023-10-02 00:00:00+00:00,11,10,753,137
2023-10-03 00:00:00+00:00,15,13,611,144
2023-10-04 00:00:00+00:00,12,10,622,144
2023-10-05 00:00:00+00:00,23,13,646,149
2023-10-06 00:00:00+00:00,24,15,524,146
2023-10-07 00:00:00+00:00,89,28,1278,250
2023-10-08 00:00:00+00:00,37,27,1357,228
2023-10-09 00:00:00+00:00,226,41,2566,309
2023-10-10 00:00:00+00:00,49,33,1926,316
2023-10-11 00:00:00+00:00,34,28,1155,229
2023-10-12 00:00:00+00:00,27,20,1792,233
2023-10-13 00:00:00+00:00,33,30,1428,251
2023-10-14 00:00:00+00:00,10,10,407,78
