referrer,views_total,views_unique
github.com,2896,673
apitable.com,1169,320
Google,976,349
Baidu,203,67
link.zhihu.com,187,66
Bing,150,18
cn.bing.com,132,48
news.ycombinator.com,111,93
apitable.maihh.net,68,2
link.csdn.net,60,19
