referrer,views_total,views_unique
github.com,2001,395
Google,1173,344
aitable.ai,386,97
cn.bing.com,341,52
Bing,320,37
link.juejin.cn,239,51
Baidu,220,58
youtube.com,148,59
link.zhihu.com,103,25
gitpod.io,68,5
