referrer,views_total,views_unique
Google,1817,417
github.com,1808,313
aitable.ai,920,75
link.juejin.cn,347,38
Bing,209,41
Baidu,147,40
cn.bing.com,127,26
youtube.com,42,27
nocobase.com,41,25
link.zhihu.com,41,9
