referrer,views_total,views_unique
github.com,3123,530
Google,1556,426
apitable.com,1429,264
link.juejin.cn,580,102
sdtimes.com,183,1
link.zhihu.com,164,48
cn.bing.com,150,34
Baidu,138,27
Bing,89,32
DuckDuckGo,42,4
