referrer,views_total,views_unique
github.com,3353,601
Google,3161,913
youtube.com,1362,473
aitable.ai,783,194
link.juejin.cn,525,59
Baidu,307,55
link.zhihu.com,165,23
cn.bing.com,159,53
Bing,155,57
DuckDuckGo,110,56
