referrer,views_total,views_unique
github.com,1792,398
Google,1420,382
link.juejin.cn,358,62
cn.bing.com,347,37
aitable.ai,307,88
youtube.com,266,68
dev.to,225,152
Bing,221,38
Baidu,160,39
yandex.ru,76,12
