referrer,views_total,views_unique
github.com,3815,691
Google,1796,431
apitable.com,1138,273
Baidu,571,151
link.zhihu.com,214,58
Bing,207,42
cn.bing.com,161,43
qte02lbdup.feishu.cn,100,1
link.csdn.net,89,23
mr-kelly.github.io,31,1
