referrer,views_total,views_unique
github.com,6071,1610
Google,1997,411
apitable.com,1467,288
link.juejin.cn,995,84
link.zhihu.com,320,58
Baidu,311,22
cn.bing.com,148,37
Bing,99,27
ya.ru,42,1
yandex.ru,34,3
