referrer,views_total,views_unique
github.com,2020,397
Google,1368,374
aitable.ai,393,69
v2ex.com,247,120
link.juejin.cn,194,35
Baidu,188,39
cn.bing.com,141,33
Bing,117,35
youtube.com,89,31
gitpod.io,73,5
