referrer,views_total,views_unique
github.com,2148,403
Google,1557,404
link.juejin.cn,381,38
aitable.ai,319,73
v2ex.com,254,122
Baidu,188,37
cn.bing.com,127,31
link.zhihu.com,89,22
Bing,73,32
youtube.com,67,34
