referrer,views_total,views_unique
github.com,3817,695
Google,2587,460
link.juejin.cn,1944,286
apitable.com,1322,283
Baidu,319,116
link.zhihu.com,239,57
cn.bing.com,234,57
Bing,140,31
oschina.net,79,44
spring.io,61,1
