time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-06 00:00:00+00:00,1,1,97,16
2024-07-07 00:00:00+00:00,7,7,201,77
2024-07-08 00:00:00+00:00,17,14,978,179
2024-07-09 00:00:00+00:00,10,7,868,182
2024-07-10 00:00:00+00:00,10,9,1034,207
2024-07-11 00:00:00+00:00,16,8,1007,246
2024-07-12 00:00:00+00:00,12,12,1701,458
2024-07-13 00:00:00+00:00,10,8,959,255
2024-07-14 00:00:00+00:00,11,11,1092,187
2024-07-15 00:00:00+00:00,11,9,1522,275
2024-07-16 00:00:00+00:00,17,12,1208,263
2024-07-17 00:00:00+00:00,11,10,1023,216
2024-07-18 00:00:00+00:00,11,10,1041,201
2024-07-19 00:00:00+00:00,12,10,1993,270
2024-07-20 00:00:00+00:00,6,6,577,128
