referrer,views_total,views_unique
github.com,2484,656
Google,1286,357
apitable.com,912,276
Baidu,476,141
link.zhihu.com,180,72
cn.bing.com,163,46
medevel.com,79,13
gitee.com,75,10
link.csdn.net,62,21
githubs.cn,48,3
