referrer,views_total,views_unique
Google,1720,421
github.com,1243,272
link.juejin.cn,252,36
aitable.ai,249,76
cn.bing.com,188,39
Baidu,187,62
nocobase.com,175,66
Bing,92,31
yandex.ru,79,14
DuckDuckGo,53,13
