referrer,views_total,views_unique
github.com,3240,467
Google,1795,420
aitable.ai,661,138
link.juejin.cn,363,57
v2ex.com,213,90
link.zhihu.com,170,20
cn.bing.com,137,18
link.csdn.net,112,7
Bing,105,37
help.aitable.ai,94,26
