referrer,views_total,views_unique
github.com,3312,465
Google,1578,415
aitable.ai,680,159
link.juejin.cn,510,65
v2ex.com,215,91
link.zhihu.com,168,22
help.aitable.ai,162,31
cn.bing.com,161,24
Baidu,120,36
Bing,70,36
