time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-24 00:00:00+00:00,,,456,20
2023-11-25 00:00:00+00:00,15.0,14.0,610,109
2023-11-26 00:00:00+00:00,21.0,19.0,660,93
2023-11-27 00:00:00+00:00,133.0,28.0,1410,240
2023-11-28 00:00:00+00:00,99.0,32.0,1844,290
2023-11-29 00:00:00+00:00,45.0,35.0,2058,253
2023-11-30 00:00:00+00:00,25.0,21.0,1544,230
2023-12-01 00:00:00+00:00,43.0,32.0,1543,218
2023-12-02 00:00:00+00:00,31.0,23.0,1065,138
2023-12-03 00:00:00+00:00,20.0,15.0,915,111
2023-12-04 00:00:00+00:00,192.0,37.0,1695,262
2023-12-05 00:00:00+00:00,63.0,30.0,1677,256
2023-12-06 00:00:00+00:00,31.0,28.0,1568,232
2023-12-07 00:00:00+00:00,77.0,23.0,1161,211
2023-12-08 00:00:00+00:00,62.0,24.0,1124,168
