referrer,views_total,views_unique
github.com,2894,535
Google,1714,483
aitable.ai,638,147
news.ycombinator.com,541,33
link.juejin.cn,430,44
Baidu,416,111
Bing,219,67
kkgithub.com,126,4
cn.bing.com,116,40
yandex.ru,92,17
