referrer,views_total,views_unique
github.com,2824,471
Google,2215,570
aitable.ai,720,152
link.juejin.cn,550,52
youtube.com,384,123
cn.bing.com,233,50
Bing,176,38
Baidu,142,31
link.zhihu.com,141,36
DuckDuckGo,132,30
