referrer,views_total,views_unique
github.com,3355,599
Google,1478,424
link.juejin.cn,1165,157
apitable.com,947,209
link.zhihu.com,258,60
Baidu,245,77
cn.bing.com,153,51
Bing,129,37
oschina.net,89,35
app.raindrop.io,75,1
