referrer,views_total,views_unique
Google,1704,414
github.com,1010,254
aitable.ai,244,81
link.juejin.cn,211,39
Baidu,180,63
cn.bing.com,121,39
nocobase.com,111,68
Bing,82,33
yandex.ru,65,12
kkgithub.com,57,2
