time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-10 00:00:00+00:00,,,45,35
2023-06-11 00:00:00+00:00,29.0,25.0,1019,266
2023-06-12 00:00:00+00:00,218.0,48.0,2556,400
2023-06-13 00:00:00+00:00,145.0,51.0,2098,409
2023-06-14 00:00:00+00:00,80.0,42.0,1881,370
2023-06-15 00:00:00+00:00,55.0,44.0,2791,426
2023-06-16 00:00:00+00:00,53.0,38.0,2378,349
2023-06-17 00:00:00+00:00,27.0,15.0,877,206
2023-06-18 00:00:00+00:00,12.0,12.0,987,143
2023-06-19 00:00:00+00:00,173.0,34.0,1871,294
2023-06-20 00:00:00+00:00,91.0,46.0,2408,451
2023-06-21 00:00:00+00:00,39.0,30.0,1799,312
2023-06-22 00:00:00+00:00,18.0,14.0,616,144
2023-06-23 00:00:00+00:00,27.0,20.0,755,190
2023-06-24 00:00:00+00:00,17.0,17.0,428,102
